suburb_number_alphabetical,suburb,postcode,sales_price_growth_pct_yoy,median_house_price_aud,rental_price_growth_pct_yoy,median_house_rent_per_week_aud,source_url,data_status,notes,source_methodology_note
279,Rockingham,6168,18.1,830000,8.6,630,https://reiwa.com.au/suburb/rockingham/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
280,Roleystone,6111,29.4,1130000,12.3,820,https://reiwa.com.au/suburb/roleystone/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
281,Rottnest Island,6161,,,,,https://reiwa.com.au/suburb/rottnest-island/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
282,Rossmoyne,6148,14.8,2060000,60.0,1200,https://reiwa.com.au/suburb/rossmoyne/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
283,Safety Bay,6169,15.7,830000,18.6,700,https://reiwa.com.au/suburb/safety-bay/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
284,Salter Point,6152,10.5,2100000,-27.8,650,https://reiwa.com.au/suburb/salter-point/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
285,Samson,6163,30.2,1230000,-11.3,665,https://reiwa.com.au/suburb/samson/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
286,Sawyers Valley,6074,11.3,935000,,,https://reiwa.com.au/suburb/sawyers-valley/,verified_REIWA_quick_stats,REIWA quick stats showed insufficient/NA house rental data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
287,Scarborough,6019,15.5,1450000,15.8,1100,https://reiwa.com.au/suburb/scarborough/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
288,Secret Harbour,6173,15.0,920000,4.9,682,https://reiwa.com.au/suburb/secret-harbour/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
289,Serpentine,6125,38.7,1210000,,,https://reiwa.com.au/suburb/serpentine/,verified_REIWA_quick_stats,REIWA quick stats showed insufficient/NA house rental data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
290,Seville Grove,6112,13.0,735000,7.7,700,https://reiwa.com.au/suburb/seville-grove/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
291,Shelley,6148,4.6,1630000,15.6,925,https://reiwa.com.au/suburb/shelley/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
292,Shenton Park,6008,3.3,2290000,6.4,1250,https://reiwa.com.au/suburb/shenton-park/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
293,Shoalwater,6169,11.3,875000,4.3,610,https://reiwa.com.au/suburb/shoalwater/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
294,Sinagra,6065,18.9,916000,18.5,800,https://reiwa.com.au/suburb/sinagra/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
295,Singleton,6175,15.4,924000,5.2,670,https://reiwa.com.au/suburb/singleton/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
296,Sorrento,6020,17.9,1980000,-13.0,1000,https://reiwa.com.au/suburb/sorrento/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
297,South Fremantle,6162,12.5,1800000,20.0,1200,https://reiwa.com.au/suburb/south-fremantle/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
298,South Guildford,6055,15.5,970000,6.3,850,https://reiwa.com.au/suburb/south-guildford/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
299,South Lake,6164,15.6,860000,-5.6,670,https://reiwa.com.au/suburb/south-lake/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
300,South Perth,6151,17.9,2340000,0.0,850,https://reiwa.com.au/suburb/south-perth/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
301,Southern River,6110,12.3,1010000,9.7,850,https://reiwa.com.au/suburb/southern-river/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
302,Spearwood,6163,10.7,935000,5.7,740,https://reiwa.com.au/suburb/spearwood/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
303,St James,6102,5.7,875000,1.4,710,https://reiwa.com.au/suburb/st-james/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
304,Stirling,6021,9.4,1430000,13.5,1050,https://reiwa.com.au/suburb/stirling/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
305,Stoneville,6081,16.6,965000,,,https://reiwa.com.au/suburb/stoneville/,verified_REIWA_quick_stats,REIWA quick stats showed insufficient/NA house rental data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
306,Stratton,6056,14.2,685000,21.8,670,https://reiwa.com.au/suburb/stratton/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
307,Subiaco,6008,13.6,2230000,11.6,1200,https://reiwa.com.au/suburb/subiaco/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
308,Success,6164,13.3,918000,4.0,780,https://reiwa.com.au/suburb/success/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
309,Swan View,6056,18.9,785000,13.6,712,https://reiwa.com.au/suburb/swan-view/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
310,Swanbourne,6010,-6.1,2680000,28.1,2050,https://reiwa.com.au/suburb/swanbourne/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
311,Tamala Park,6030,,,,,https://reiwa.com.au/suburb/tamala-park/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
312,Tapping,6065,16.0,980000,6.7,800,https://reiwa.com.au/suburb/tapping/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
313,The Lakes,6556,,,,,https://reiwa.com.au/suburb/the-lakes/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
314,The Spectacles,6167,,,,,https://reiwa.com.au/suburb/the-spectacles/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
315,The Vines,6069,-0.2,1110000,16.4,850,https://reiwa.com.au/suburb/the-vines/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
316,Thornlie,6108,18.6,830000,4.5,700,https://reiwa.com.au/suburb/thornlie/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
317,Treeby,6164,15.1,980000,6.4,830,https://reiwa.com.au/suburb/treeby/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
318,Trigg,6029,22.4,2820000,36.8,1300,https://reiwa.com.au/suburb/trigg/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
319,Tuart Hill,6060,17.5,955000,0.7,700,https://reiwa.com.au/suburb/tuart-hill/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
320,Two Rocks,6037,16.6,758000,3.3,620,https://reiwa.com.au/suburb/two-rocks/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
321,Upper Swan,6069,1.1,880000,11.1,800,https://reiwa.com.au/suburb/upper-swan/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
322,Victoria Park,6100,14.5,1140000,-0.9,750,https://reiwa.com.au/suburb/victoria-park/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
323,Viveash,6056,47.8,843000,0.0,800,https://reiwa.com.au/suburb/viveash/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
324,Waikiki,6169,14.2,785000,4.8,650,https://reiwa.com.au/suburb/waikiki/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
325,Walliston,6076,33.6,915000,,800,https://reiwa.com.au/suburb/walliston/,verified_REIWA_quick_stats,REIWA quick stats; rental growth was N/A but median rental price was displayed.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
326,Wandi,6167,13.6,855000,14.7,780,https://reiwa.com.au/suburb/wandi/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
327,Wangara,6065,,,,,https://reiwa.com.au/suburb/wangara/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
328,Wanneroo,6065,17.9,861000,7.7,700,https://reiwa.com.au/suburb/wanneroo/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
329,Warnbro,6169,16.8,770000,6.7,640,https://reiwa.com.au/suburb/warnbro/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
330,Warwick,6024,22.7,1060000,0.0,750,https://reiwa.com.au/suburb/warwick/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
331,Waterford,6152,0.5,1700000,-22.7,850,https://reiwa.com.au/suburb/waterford/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
332,Watermans Bay,6020,26.7,2850000,5.0,900,https://reiwa.com.au/suburb/watermans-bay/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
333,Wattle Grove,6107,5.5,960000,9.0,850,https://reiwa.com.au/suburb/wattle-grove/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
334,Wattleup,6166,,1200000,,,https://reiwa.com.au/suburb/wattleup/,verified_REIWA_quick_stats,REIWA quick stats showed median sales price but N/A growth and rental data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
335,Wellard,6170,15.7,775000,6.2,690,https://reiwa.com.au/suburb/wellard/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
336,Welshpool,6106,,,,,https://reiwa.com.au/suburb/welshpool/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
337,Wembley Downs,6019,2.6,1930000,-2.4,1000,https://reiwa.com.au/suburb/wembley-downs/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
338,Wembley,6014,8.3,1940000,0.6,900,https://reiwa.com.au/suburb/wembley/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
339,West Leederville,6007,0.3,1930000,-12.2,922,https://reiwa.com.au/suburb/west-leederville/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
340,West Perth,6005,14.5,1460000,1.3,760,https://reiwa.com.au/suburb/west-perth/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
341,West Swan,6055,-3.3,1220000,,,https://reiwa.com.au/suburb/west-swan/,verified_REIWA_quick_stats,REIWA quick stats showed insufficient/NA house rental data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
342,Westminster,6061,18.0,779000,10.3,750,https://reiwa.com.au/suburb/westminster/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
343,Whitby,6123,14.8,775000,-4.3,660,https://reiwa.com.au/suburb/whitby/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
344,White Gum Valley,6162,16.3,1570000,-10.2,880,https://reiwa.com.au/suburb/white-gum-valley/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
345,Whiteman,6068,,,,,https://reiwa.com.au/suburb/whiteman/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
346,Willagee,6156,3.9,1000000,21.4,880,https://reiwa.com.au/suburb/willagee/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
347,Willetton,6155,10.6,1382500,10.7,830,https://reiwa.com.au/suburb/willetton/,verified_REIWA_quick_stats,REIWA quick stats; exact median price taken from suburb prices section.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
348,Wilson,6107,14.5,950000,1.7,737,https://reiwa.com.au/suburb/wilson/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
349,Winthrop,6150,11.2,1735000,11.1,1000,https://reiwa.com.au/suburb/winthrop/,verified_REIWA_quick_stats,REIWA quick stats; exact median price taken from suburb prices section.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
350,Woodbridge,6056,18.6,994000,28.2,1000,https://reiwa.com.au/suburb/woodbridge/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
351,Woodlands,6018,22.3,1980000,15.4,825,https://reiwa.com.au/suburb/woodlands/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
352,Woodvale,6026,20.8,1270000,14.5,945,https://reiwa.com.au/suburb/woodvale/,verified_REIWA_quick_stats,REIWA quick stats; rounded values converted from K/M display where applicable.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
353,Wooroloo,6558,10.3,670000,12.5,675,https://reiwa.com.au/suburb/wooroloo/,verified_REIWA_quick_stats,REIWA quick stats. REIWA page used 12 months ending March 2026 for this suburb.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
354,Wungong,6112,,,,,https://reiwa.com.au/suburb/wungong/,verified_REIWA_NA,REIWA quick stats showed insufficient/NA house data.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
355,Yanchep,6035,12.6,794000,4.8,650,https://reiwa.com.au/suburb/yanchep/,verified_REIWA_quick_stats,REIWA quick stats.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
356,Yangebup,6164,16.3,926250,15.4,750,https://reiwa.com.au/suburb/yangebup/,verified_REIWA_quick_stats,REIWA quick stats; exact median price taken from suburb prices section.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
357,Yokine,6060,28.4,1258000,21.4,850,https://reiwa.com.au/suburb/yokine/,verified_REIWA_quick_stats,REIWA quick stats; exact median price taken from suburb prices section.,REIWA suburb quick stats. Sales data is annual up to latest completed month; rental data is year-on-year 3-month rolling up to latest completed month. Most pages accessed 21 May 2026 with 12 months ending Apr 2026; rows note exceptions.
